age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
51,74483.38,695,70639.96,30.04,1,6.7,17531.76,3,27455.2,Male,Full-Time,Bachelor,Personal,East,Married,2010,48,18/08/2010,0
59,91834.57,697,18581.33,7.4,3,3.6,2788.86,5,,Female,Unemployed,Bachelor,Car,North,Divorced,2014,60,26/04/2014,1
34,35090.42,682,9225.76,18.67,4,8.6,16017.89,4,,Female,Full-Time,Bachelor,Business,Central,Married,2023,84,19/10/2023,1
71,68577.33,574,9658.93,14.97,0,0.7,2959.77,7,,Male,Retired,Bachelor,Medical,East,Single,2017,60,24/03/2017,1
47,31447.73,760,17010.5,43.62,3,7.5,52339.56,7,10024.07,Female,Full-Time,Bachelor,Business,Central,,2020,36,21/05/2020,0
60,37767.29,824,31492.9,13.89,2,7.3,7507.04,3,12984.41,Female,Part-Time,Master,Car,Central,Married,2016,60,20/05/2016,0
46,27618.72,530,34696.54,6.91,0,3.4,4192.85,8,10610.6,Female,Full-Time,,Home,East,,2015,36,11/02/2015,1
24,80978.67,646,9114.91,27.71,0,2,4194.3,8,24804.53,Male,Retired,High School,Car,East,,2020,48,3/09/2020,0
63,28202.02,497,9015.5,27.97,5,,5254.08,2,5505.58,Male,Self-Employed,High School,Car,North,Married,2022,60,7/07/2022,0
40,88169.62,636,21123.88,15.17,5,11.8,46880.78,0,24731.07,Male,Retired,,Education,East,Married,2022,60,11/12/2022,0
31,31835.27,718,10537.58,34.81,1,,22732.57,9,11777.63,Female,Full-Time,Bachelor,Education,Central,Single,2021,60,4/04/2021,0
37,38822.99,755,6408.36,32.45,1,4.2,2220.95,4,7304.85,Male,Full-Time,High School,Medical,Central,Single,2021,48,12/02/2021,0
69,90307.75,783,6198.94,21.07,3,5.3,9006.39,8,29129.96,Male,Full-Time,Bachelor,Personal,West,,2021,48,24/05/2021,1
49,72198.08,672,4901.11,14.25,5,3.4,2707.02,5,21399.23,Female,Full-Time,,Personal,North,Single,2021,36,4/07/2021,0
42,22657.93,713,10124.36,30.53,0,7,6028.99,8,6799.7,Female,Full-Time,High School,Home,South,Single,2019,84,9/02/2019,0
66,78426.56,603,14455.82,23.86,1,5.9,4842.36,4,21779.77,Male,Full-Time,,Medical,South,Divorced,2014,36,11/07/2014,0
74,42714.12,745,33721.33,30.12,5,0.2,4480.01,2,7976.93,Female,Full-Time,Bachelor,Education,Central,,2021,48,5/05/2021,1
44,58217.75,747,45733.13,40.03,2,7.3,12469.64,3,,Female,Full-Time,Bachelor,Home,South,Married,2022,60,5/12/2022,0
48,62315.55,666,3496.99,9.07,1,3.6,5164.46,5,11479.78,Female,Full-Time,Bachelor,Education,South,Married,2018,36,26/07/2018,0
62,38383.01,766,8283.42,31.01,1,3.2,7484.6,7,8682.43,Male,Full-Time,High School,Education,East,Widowed,2012,60,7/04/2012,1
43,44992.77,598,13497.16,43.32,0,23.7,4081.78,0,9935.42,Male,Full-Time,PhD,Medical,South,Divorced,2017,12,19/04/2017,0
65,82031.41,581,2787.43,21.97,1,16.9,2067.05,6,16256.21,Male,Part-Time,High School,Personal,Central,Single,2010,48,9/05/2010,0
38,45052.55,660,20777.82,45.27,3,2.6,4814.86,2,9321.69,Female,Full-Time,,Home,East,Married,2013,36,11/02/2013,0
32,42147.41,632,18229.16,19.86,0,8.9,3106.78,5,7083.3,Female,Part-Time,Master,Home,South,Single,2013,60,22/02/2013,1
47,25397.13,658,7510.03,28.22,0,15.4,1567.44,2,4332.51,Female,Retired,Bachelor,Home,North,Single,2024,60,5/11/2024,1
42,239348.9,792,6822.62,19.01,5,4.9,9698.43,1,58683.71,Female,Part-Time,,Business,Central,Married,2015,12,15/11/2015,0
61,175100.45,819,4776.96,19.05,0,1.7,227.68,2,30364.6,Male,Full-Time,Bachelor,Personal,West,,2023,36,2/08/2023,0
28,27625.06,713,4091.51,61.44,5,0.4,,2,10872.44,Female,Full-Time,Bachelor,Medical,West,Married,2013,36,28/06/2013,1
45,48321.15,565,30893.77,34.97,3,,4032.71,3,9958.59,Male,Full-Time,,Medical,East,Single,2023,12,13/10/2023,1
72,66365,706,40662.44,10.15,,1.9,653.82,8,15804.6,Female,Self-Employed,Bachelor,Business,South,Divorced,2019,36,5/12/2019,0
25,76612.11,693,17159.43,21.86,2,4,3275.01,1,16111.17,Female,Retired,High School,Education,North,Married,2012,60,1/05/2012,0
43,151023.61,719,4995.8,1.48,6,3.4,23818.52,3,31471.84,Male,Full-Time,Bachelor,Business,South,Married,2019,36,4/05/2019,1
23,97552.45,730,28797.29,9.82,2,2,15916.05,8,22428.98,Male,Full-Time,High School,Education,North,Married,2020,48,11/12/2020,0
49,98317.9,694,20967.29,28.65,,5.6,8892.41,8,19974.35,Female,Part-Time,Bachelor,Car,North,Single,2011,36,9/07/2011,0
65,73804.97,733,34938.64,10.05,5,0.4,3006.23,7,22232.13,Female,Full-Time,PhD,Education,East,Married,2017,36,6/08/2017,0
49,32855.57,633,41312.27,16.61,4,7.7,853.99,2,5508.05,Female,Retired,PhD,Medical,West,Married,2017,36,17/08/2017,1
29,149952.95,611,3275.54,9.42,2,,9469.45,6,34526.13,Female,Unemployed,Master,Car,North,Married,2021,36,19/02/2021,0
23,40432.76,512,4894.17,25.39,,6.7,4694.45,8,11639.18,Male,Full-Time,High School,Medical,Central,Married,2012,36,24/02/2012,1
30,86057.99,717,7002.3,56.24,3,9.3,12635.82,0,15287.59,Male,Retired,High School,Medical,Central,Married,2012,48,12/01/2012,0
56,16183.57,424,15077.81,16.25,5,1.1,4692.82,3,2978.38,Female,Part-Time,,Education,North,Single,2023,48,4/12/2023,1
61,117648.59,541,12709.99,11.21,5,2.8,31718.95,7,34640.64,Female,Retired,Bachelor,Home,South,,2016,36,26/03/2016,0
51,24801.36,544,29290.28,14.07,2,1,,5,8603.24,Female,Full-Time,High School,Business,West,Married,2022,48,20/05/2022,1
58,16819.35,725,11823.28,28.51,2,,3306.33,7,2850.43,Male,Full-Time,,Personal,North,Widowed,2016,60,17/06/2016,0
62,50410.24,698,15279.65,17.01,1,8.4,22100.48,5,14133.88,Female,Self-Employed,Master,Medical,West,Single,2013,36,16/10/2013,1
34,100143.61,668,46467.75,50.19,6,0.5,1678.48,0,,Male,Self-Employed,High School,Home,North,Single,2010,36,11/03/2010,1
62,36055.46,658,3978.49,78.63,2,8,,6,,Male,Unemployed,Bachelor,Home,East,Single,2024,36,23/08/2024,1
65,65854.41,630,6890.47,19.6,5,1.3,2187.15,6,25836.07,Female,Unemployed,,Business,Central,,2014,12,15/08/2014,0
18,62722.31,520,7959.88,17.21,6,3.9,1423.43,2,,Female,Full-Time,High School,Car,South,Married,2020,60,15/05/2020,1
24,35491.54,664,12502.08,17.82,,0.3,9740.53,5,8282.34,Female,Self-Employed,Master,Home,West,Single,2023,48,26/09/2023,0
30,37163.32,645,26483.13,42.14,5,1.8,,6,7066.49,Male,Self-Employed,High School,Home,West,Married,2019,36,6/11/2019,0
70,83541.83,781,2684.27,28.64,4,6.1,2306.07,8,20389.96,Male,Retired,Bachelor,Business,South,Single,2015,60,4/06/2015,0
47,193379.69,587,45199.32,10.81,6,4.9,2288.47,1,74710.98,Male,Full-Time,High School,Home,Central,Married,2017,60,15/07/2017,0
66,69573.33,620,8713.15,16.09,1,,807.22,8,15272.78,Male,Full-Time,,Home,Central,,2016,60,19/09/2016,0
51,55278.55,698,12264.13,24.89,0,0.9,3360.9,6,13250.79,Female,Part-Time,High School,Home,East,Single,2022,36,16/06/2022,0
61,39740.03,631,23442.55,8.68,2,0.6,32194.73,5,9974.82,Male,Full-Time,,Car,Central,Single,2013,60,11/07/2013,0
52,34770.64,723,7201.89,32.58,5,1.7,4874.56,3,,Male,Self-Employed,High School,Home,West,Divorced,2011,84,7/08/2011,0
26,16112.79,663,6728.39,9.41,6,0.6,9074.2,7,3515.34,Female,Full-Time,High School,Personal,East,Married,2016,48,26/05/2016,0
23,76799.41,733,16930.85,36.94,6,2.9,6301.83,0,30414.08,Female,Full-Time,High School,Medical,South,Married,2024,36,28/01/2024,0
55,260062.03,620,10080.05,11.55,5,4.8,13214.73,2,60677.25,Female,Full-Time,,Home,West,Single,2014,36,1/09/2014,0
56,71412.48,779,39206.37,3.09,3,0.1,3383.27,7,12477.4,Female,Unemployed,,Education,Central,Single,2017,60,20/09/2017,0
44,50299.7,614,4924.81,11.16,4,,51695.72,4,17382.58,Male,Self-Employed,,Car,East,,2017,36,10/11/2017,1
57,71420.31,641,24677.64,11.01,4,0.6,3283.47,9,12518.16,Male,Full-Time,,Personal,Central,Married,2019,48,15/10/2019,1
32,116763.7,640,9897.2,24.21,0,2.5,957.99,1,22135.32,Male,Full-Time,PhD,Car,West,Single,2022,36,2/07/2022,0
71,68346.18,613,5377.43,35.71,4,1.2,42631.75,6,18548.05,Male,Retired,Bachelor,Education,South,Married,2017,84,5/04/2017,1
23,150071.39,555,11781.65,14.99,2,,551.91,2,57544,Female,Part-Time,High School,Business,West,Divorced,2018,36,15/07/2018,0
28,59111,772,15077.42,21.08,5,0.4,4008.07,2,17903.57,Male,Full-Time,Bachelor,Home,North,Single,2023,48,27/11/2023,0
47,30917.88,748,14535.95,56.2,4,1.6,20029.48,0,6443.5,Male,Self-Employed,Bachelor,Car,East,Divorced,2016,36,9/07/2016,0
65,54804.78,612,11255.16,34.57,5,0.2,9269.08,3,,Male,Full-Time,Master,Medical,East,Married,2018,36,10/02/2018,0
57,22716.11,619,9804.62,15.91,6,3.8,3487.58,6,7794.05,Male,Retired,Master,Business,East,Divorced,2021,60,22/07/2021,0
40,16988.14,798,8654.9,30.15,1,3.1,48201.71,5,,Female,Part-Time,Bachelor,Medical,North,Married,2016,60,10/06/2016,0
59,67824.94,794,16765.04,15.87,5,1.7,4024.25,8,13306.51,Female,Full-Time,Bachelor,Personal,Central,Single,2012,36,2/02/2012,1
72,95117.76,676,74051.4,22.46,5,1,259.78,1,17334.22,Male,Full-Time,Master,Car,West,Divorced,2016,36,13/02/2016,1
20,49705.91,484,18526.18,22.64,4,2.9,2309.75,3,17880.67,Male,Self-Employed,Master,Car,North,,2015,36,3/07/2015,1
36,46289.9,834,2905.67,14.36,6,0.4,2197.74,9,,Male,Part-Time,Bachelor,Home,Central,Married,2015,84,13/09/2015,0
38,86158.93,707,79731.32,24.02,2,18.1,1004.42,0,18730.61,Female,Part-Time,Master,Home,South,Widowed,2022,36,20/04/2022,0
38,132863.25,782,11443.21,29.66,2,5.1,16054.72,6,52469.78,Female,Unemployed,PhD,Business,West,Widowed,2021,84,9/08/2021,0
26,108488.01,577,4668.84,21.92,1,2.7,1846.85,2,18404.73,Female,Self-Employed,Bachelor,Home,South,Married,2020,84,1/06/2020,0
30,42685.94,610,9200.82,57.9,3,0.1,1078.34,1,11482.38,Female,Self-Employed,Bachelor,Home,Central,Married,2012,60,17/07/2012,0
58,32995.5,658,23146.59,12.94,0,23.5,1881,3,8585.97,Male,Part-Time,Master,Personal,South,Married,2021,36,5/07/2021,0
70,110882.57,640,115188.65,6.94,4,,4145.77,9,27095.83,Male,Full-Time,,Home,Central,Married,2016,24,3/02/2016,1
61,28801.65,625,5740.34,1.27,6,1.3,17069.03,8,7702.29,Male,Full-Time,PhD,Education,East,Married,2015,36,20/06/2015,0
54,76006.69,712,13032.66,9.41,,19,458.2,6,15015.75,Male,Retired,PhD,Education,South,Single,2023,48,14/08/2023,0
55,26751.93,681,13216.06,51.73,6,,8345.29,3,4948.03,Male,Full-Time,Master,Business,West,Single,2022,48,21/10/2022,0
62,56948.89,572,4882.29,17.04,4,5.9,2790.58,4,10339.71,Male,Full-Time,Bachelor,Car,South,Single,2016,60,1/08/2016,1
41,72265.33,631,20462.05,9.15,3,,6075.81,1,15821.78,Male,Part-Time,High School,Car,East,Divorced,2015,48,9/01/2015,0
55,66361.2,680,5812.54,29.39,5,4.7,6021.25,9,15021.05,Female,Part-Time,Bachelor,Personal,South,Divorced,2016,60,6/12/2016,0
63,41090.19,636,5200.29,55.55,0,11.8,4698.97,2,,Female,Part-Time,,Personal,South,Married,2015,60,10/12/2015,1
28,31345.04,599,92201.36,25.23,2,0.9,233.58,6,7695.76,Male,Self-Employed,,Business,West,,2014,60,10/12/2014,1
62,50733.66,726,20156.56,48.3,3,6.1,10923.23,0,9057.84,Male,Full-Time,Bachelor,Medical,West,Divorced,2019,24,18/01/2019,0
61,39714.66,708,3811.12,39.5,2,0.4,14115.43,7,10537.51,Female,Retired,,Education,South,Married,2015,60,28/10/2015,0
65,157957.57,744,6651.96,73.47,1,0.3,5437.32,3,46797.75,Female,Part-Time,High School,Medical,Central,,2021,60,3/12/2021,1
58,53161.24,679,8693.21,54.53,3,13.2,6191.99,1,15192.82,Male,Full-Time,PhD,Business,West,Single,2016,60,20/08/2016,0
65,54460.21,810,6641.3,63,2,12.3,4470.91,3,9259.5,Female,Full-Time,Master,Education,East,Married,2022,60,10/03/2022,0
43,52863.66,542,6035.59,13.42,,6.1,,7,10354.41,Female,Full-Time,Bachelor,Car,Central,Single,2023,12,6/06/2023,1
29,36091.84,583,1495.9,29.76,3,15.4,2840.91,7,12438.8,Female,Unemployed,Bachelor,Personal,Central,Married,2012,24,8/10/2012,0
26,54493.27,615,5820.2,19.91,3,22.7,4252.22,5,15851.64,Male,Part-Time,,Car,North,Single,2019,24,28/10/2019,1
27,116874.59,615,15881.07,4.19,3,10.1,6758.02,5,,Male,Part-Time,High School,Home,Central,Married,2017,84,9/02/2017,0
60,21937.82,509,31774.91,30.79,6,7.4,17877.49,2,6714.62,Female,Full-Time,Master,Business,North,,2020,48,24/02/2020,1
60,56012.4,646,23743.07,49.29,3,3.6,,7,14399.91,Male,Full-Time,Master,Personal,East,Single,2022,12,5/02/2022,1
35,,663,7132.88,41.52,,2.5,838.32,6,31279.24,Male,Part-Time,Bachelor,Car,North,Married,2023,60,25/02/2023,1
69,41877.94,764,3612.31,4.78,5,2.6,3409.88,5,11851.24,Male,Self-Employed,Master,Car,North,Married,2013,48,21/08/2013,0
56,103444.14,807,3061.09,17.28,,3.6,2677.82,7,35949.01,Female,Self-Employed,,Home,West,Single,2020,36,4/05/2020,0
48,26645.14,520,28726.24,11.92,2,1.7,4767.99,7,5891.18,Male,Part-Time,High School,Home,West,Married,2018,36,17/05/2018,1
56,,677,10760.84,41.18,3,,705.19,2,22172.2,Male,Unemployed,Master,Personal,West,Single,2024,24,14/03/2024,0
50,86329.84,755,22299.63,25.99,6,4.4,24587.32,8,15300.49,Female,Self-Employed,High School,Personal,South,Divorced,2016,12,23/01/2016,0
46,25732.09,630,15326.65,31.69,6,8.8,9351.17,1,6929.35,Male,Retired,High School,Personal,Central,Single,2015,60,19/11/2015,0
61,40562.28,771,4887.27,25.5,1,18.1,14129.85,9,8389.79,Male,Retired,,Personal,Central,Single,2017,36,7/04/2017,0
50,30469.81,773,14754.38,12.71,3,10.3,996.82,1,5861.55,Female,Self-Employed,PhD,Home,South,Married,2021,36,3/09/2021,0
52,58378.76,850,31925.28,41.15,4,1.4,8616.97,0,16623.48,Male,Full-Time,Bachelor,Business,West,Single,2017,60,13/02/2017,0
19,65631.68,683,31055.47,33.37,2,4.4,8354.74,1,17525.67,Female,Retired,PhD,Home,South,Divorced,2023,48,12/08/2023,0
52,52192.81,460,26465.3,17.3,0,4,,9,9069.35,Male,Full-Time,,Personal,West,Single,2015,24,28/03/2015,1
49,33575.03,616,11565.27,26.78,,3.7,1783.32,3,7170.16,Male,Part-Time,PhD,Education,North,Married,2014,48,14/06/2014,0
53,82912.58,753,2551.6,38.93,3,2.3,35542.8,1,22707.97,Female,Self-Employed,Bachelor,Home,Central,Married,2010,84,18/11/2010,0
63,,749,18524.65,22.92,6,1.4,1620.12,0,12156.12,Male,Retired,High School,Medical,South,Divorced,2018,48,10/02/2018,0
72,,582,22433.58,28.76,3,5.1,2894.79,2,7653.4,Male,Full-Time,Bachelor,Business,Central,,2018,48,22/10/2018,0
40,32935.29,627,20827.84,51.53,0,2.1,5711.83,9,5887.19,Female,Full-Time,High School,Education,West,Married,2014,48,13/01/2014,1
64,56556.7,709,7353.99,8.27,3,9.9,,1,13501.97,Female,Self-Employed,High School,Education,East,Single,2014,84,20/09/2014,0
33,29502.14,598,33459.71,43.49,0,0.3,5989.31,1,9391.84,Male,Retired,High School,Car,West,Married,2017,48,3/11/2017,1
57,80105.45,627,17850.81,60.98,2,,5461.87,0,16573.68,Male,Full-Time,High School,Education,West,Single,2023,36,17/12/2023,0
41,52692.59,547,11696.81,50.84,6,1.2,2697.95,8,10912.52,Female,Full-Time,High School,Home,West,Married,2018,48,21/07/2018,1
57,65912.77,696,9783.57,18.51,6,2.8,5523.7,8,12220.7,Male,Part-Time,High School,Home,Central,Divorced,2019,60,19/11/2019,0
24,32927.24,623,26338.65,37.41,,5.8,1821.32,2,7165.01,Female,Full-Time,High School,Car,West,,2013,60,6/06/2013,1
55,42642.97,770,10129.65,33.13,4,0.6,870.7,6,10346.26,Male,Full-Time,High School,Personal,North,Married,2021,48,11/02/2021,0
24,42036.11,462,7749.12,37.46,3,5.9,11717.57,3,15863.17,Female,Full-Time,Bachelor,Personal,East,Single,2010,48,22/08/2010,1
72,32722.17,736,9346.35,32.95,0,0.5,6712.8,1,7121.52,Male,Self-Employed,Bachelor,Education,Central,Married,2019,36,19/08/2019,0
68,29287.83,607,18101.14,35.84,1,7.1,7330.45,4,6921.23,Male,Self-Employed,,Personal,West,Single,2018,48,15/11/2018,0
39,47444.37,651,9908.28,17.32,5,1.6,2998.8,3,15631.5,Male,Full-Time,Master,Personal,Central,Single,2013,12,10/06/2013,0
39,47651.71,794,3754.12,12.24,6,3.6,1569.17,1,14579.06,Female,Full-Time,Bachelor,Car,South,Widowed,2015,48,7/05/2015,0
44,99794.49,832,36807.93,8.2,4,0,9166.32,3,28445.45,Male,Unemployed,,Home,Central,Single,2021,48,21/06/2021,0
74,60773.81,757,4726.78,32.19,2,0.7,4216.28,4,12720.86,Female,Part-Time,High School,Home,South,Married,2014,48,8/02/2014,0
50,12718.02,605,56247.03,67.45,6,4.8,2681.35,0,2629.64,Female,Part-Time,Bachelor,Home,West,Divorced,2021,60,17/06/2021,1
49,48142.58,850,18299.81,43.28,,1.9,42150.7,3,14673.37,Female,Self-Employed,,Car,South,Single,2014,48,21/05/2014,1
56,53091.72,527,10216.73,19.17,1,1,3034.39,5,,Male,Full-Time,Master,Business,North,Single,2017,48,25/05/2017,1
49,,573,3774.29,65.04,4,2,3738.42,6,15940.23,Male,Self-Employed,Bachelor,Education,North,Married,2019,24,3/09/2019,1
18,37496.38,684,4964.1,20.68,4,0.7,1333.38,4,7209.3,Female,Full-Time,PhD,Education,North,Married,2017,24,19/03/2017,0
62,103069.41,607,12638.61,41.5,6,5.4,14435.77,1,17432.44,Female,Full-Time,Bachelor,Medical,South,Widowed,2019,84,19/09/2019,1
21,89553.44,602,36091.3,2.49,6,3.1,17525.52,5,15546.84,Male,Part-Time,Bachelor,Home,Central,Widowed,2021,12,15/07/2021,1
24,58848.86,675,32883.87,21.88,1,1.2,7556.86,6,16232.03,Male,Full-Time,Bachelor,Home,West,Single,2015,60,12/08/2015,0
23,30414.46,543,29302.5,32.31,3,0.2,30315.1,1,10201.63,Female,Part-Time,PhD,Car,East,Married,2012,24,20/06/2012,1
70,28790.29,772,15398.7,1.63,3,1.6,1935.21,1,5269.93,Male,Full-Time,PhD,Home,Central,Married,2021,48,16/09/2021,0
47,67168.02,776,13224.61,30.62,2,0.2,16503.81,3,,Female,Full-Time,High School,Business,North,Single,2018,24,13/07/2018,0
39,83527.99,618,5772.8,34.75,5,9.8,,2,15162.31,Male,Full-Time,High School,Education,North,Single,2023,60,17/09/2023,0
56,44832.06,650,19723.42,42.55,0,10.1,3641.84,7,,Female,Unemployed,High School,Personal,Central,Married,2020,48,6/12/2020,0
26,17823.91,666,15533.6,30.33,6,0.3,10489.92,4,6116.97,Female,Full-Time,Bachelor,Medical,North,Married,2018,36,13/10/2018,0
72,29959.41,721,4835.13,41.41,0,3.1,17748.31,2,,Male,Part-Time,Bachelor,Education,East,Widowed,2015,60,3/07/2015,0
55,67955.33,658,12164.03,15.9,0,8.7,308.36,5,26673.51,Female,Full-Time,Master,Education,Central,Single,2016,48,1/06/2016,0
63,44961.27,589,52104.1,26.04,,2.6,1543.15,7,17178,Female,Full-Time,Master,Home,North,,2011,36,1/10/2011,1
43,85672.19,587,5062.25,10.54,2,0.1,,3,19033.5,Female,Self-Employed,High School,Business,East,Married,2013,36,8/12/2013,1
33,41532.72,626,7289.37,57.14,6,2.3,19691.27,7,9461.82,Female,Full-Time,Bachelor,Personal,Central,,2023,60,6/04/2023,1
26,37856.76,799,4549.52,54.18,3,2,679.02,7,8771.73,Female,Self-Employed,Master,Personal,West,Single,2022,60,25/07/2022,0
32,72397.29,710,24389.25,43.32,4,4.7,5128.43,4,13736.49,Female,Full-Time,Bachelor,Personal,North,Married,2011,48,4/03/2011,0
36,23702.97,671,6913.55,3.27,4,23.1,7170.54,1,6617.17,Male,Full-Time,Bachelor,Personal,South,Single,2018,24,11/10/2018,0
59,25977.66,793,51839.76,29.53,1,8.3,,3,5007.09,Female,Retired,Bachelor,Car,North,Married,2018,12,28/03/2018,1
33,,448,12268.99,38.41,4,14.4,1957.39,8,11216.63,Male,Self-Employed,Bachelor,Car,Central,Single,2016,36,13/04/2016,1
52,96247.15,683,2169.37,29.14,,6.6,2581.9,3,28636.32,Female,Retired,High School,Medical,South,Married,2019,48,4/01/2019,0
30,33359.34,612,9573.59,15.81,1,3.5,3122.89,3,7082.95,Male,Unemployed,Bachelor,Business,West,Married,2020,36,16/06/2020,0
63,46565.3,610,3618.87,17.69,2,4.2,1656.8,9,9606.31,Female,Full-Time,Master,Business,Central,Married,2019,84,6/11/2019,1
24,15636.74,709,31207.24,22.55,3,6.3,4266.72,0,2772.82,Female,Retired,PhD,Car,Central,Married,2012,48,26/01/2012,1
51,31227.42,850,11929.83,31.32,1,0.6,,1,8609.92,Female,Part-Time,,Business,West,Married,2017,60,16/08/2017,0
31,76962.7,603,15468.11,37.23,6,3.5,5046.55,2,27494.61,Male,Full-Time,PhD,Business,West,,2021,48,19/09/2021,0
40,84694.34,753,33359.46,20.31,5,3.9,4329.92,7,26298.08,Female,Full-Time,,Medical,Central,Single,2019,48,15/07/2019,0
19,37516.33,715,13247.93,44.62,4,2.3,9063.91,4,12468.61,Female,Full-Time,Bachelor,Medical,Central,Married,2014,84,17/07/2014,0
54,49503.78,557,7698.22,2.99,4,0.3,11184.56,9,13738.3,Male,Full-Time,Bachelor,Car,South,Single,2010,84,28/07/2010,1
47,133098.24,652,4988.79,38.49,0,2.8,12348.7,8,47983.66,Female,Unemployed,High School,Education,East,Single,2019,48,19/01/2019,0
21,106434.87,588,12393.35,31.11,3,11.3,5480.28,7,,Female,Full-Time,High School,Car,North,Single,2018,36,1/12/2018,0
20,118467.91,528,2632.06,29.68,4,3.2,14127.82,9,27381.81,Male,Retired,,Business,North,Single,2015,84,27/05/2015,1
57,32684.27,728,8120.31,48.05,2,3.9,420.92,5,,Female,Self-Employed,Bachelor,Home,North,Widowed,2012,48,17/11/2012,1
40,46028.83,762,2515.78,32.73,2,5.5,6028,9,16717.98,Male,Full-Time,Bachelor,Business,West,Single,2017,48,26/10/2017,0
58,23557.77,491,26642.62,32.63,5,4.1,994.34,5,3946.18,Male,Part-Time,,Home,West,Married,2023,48,3/10/2023,1
49,43394.91,606,8430.43,33.04,1,5,25758.51,7,,Male,Retired,High School,Business,East,,2016,12,15/02/2016,0
20,68291.75,591,17602.9,23.67,4,0.4,13492.12,4,12445.1,Female,Part-Time,PhD,Home,West,Married,2014,36,1/09/2014,0
59,106018.89,634,26488.38,8.37,0,8.3,39169.32,7,18336.19,Female,Self-Employed,,Personal,South,Married,2020,48,8/03/2020,0
26,65374.9,710,4233.7,33.1,2,5.5,9354.49,7,15273.95,Male,Full-Time,,Medical,West,Divorced,2010,24,18/07/2010,0
29,64697.07,770,10472.84,20.69,3,7.3,1336.49,4,12574.66,Female,Self-Employed,Master,Car,East,,2016,36,16/12/2016,1
33,35124.81,668,11911.25,15.23,2,3.8,65270.41,6,,Female,Part-Time,,Business,North,Married,2016,36,1/10/2016,0
47,21215.12,632,8949.61,43.54,1,9.4,3945.99,3,6080.95,Female,Full-Time,Master,Car,South,Married,2021,24,19/12/2021,0
25,28585.39,634,12063.51,47.19,2,9.8,21600.17,4,7673.71,Female,Full-Time,High School,Medical,South,Married,2019,12,21/03/2019,0
63,86380.74,625,26990.91,14.55,0,0.8,9531.94,0,18322.73,Male,Unemployed,High School,Business,South,Widowed,2014,36,23/04/2014,0
27,100348.92,840,14969.48,12.04,2,0.9,9331.58,4,35884.5,Male,Retired,Bachelor,Business,East,Single,2021,36,1/12/2021,0
50,68021.94,681,7347.93,21.74,2,4.7,5290.79,9,22696.3,Male,Full-Time,High School,Education,West,,2022,60,21/08/2022,0
55,31089.88,686,9831.59,14.98,2,8.5,2520.38,2,7392.59,Male,Full-Time,Bachelor,Car,North,Divorced,2012,60,9/05/2012,0
58,,581,11339.92,14.09,4,,1167.19,4,16116.11,Female,Self-Employed,Master,Personal,East,Divorced,2023,36,24/12/2023,1
68,28630.25,768,20636.7,25.53,3,0.2,6725.76,4,6363.44,Female,Full-Time,,Personal,Central,Married,2018,48,12/12/2018,1
39,39600.51,633,13718.27,35.77,0,11.2,19062.51,2,6888.15,Male,Full-Time,Master,Business,North,Single,2023,48,23/03/2023,0
33,69654,545,2742.63,39.88,3,13.5,30855.69,7,12398.53,Male,Full-Time,Master,Medical,South,Divorced,2018,48,3/08/2018,1
36,30780.97,600,63149.72,26.54,4,0.8,14081.05,2,6429.19,Male,Full-Time,Bachelor,Home,South,Married,2010,48,10/03/2010,1
28,47680.46,801,53053.39,43.62,0,1.1,14528.77,1,16474.12,Male,Full-Time,,Home,South,Single,2024,60,11/07/2024,1
56,20346.25,850,7501.15,3.02,3,,11801.98,5,3462.93,Male,Part-Time,,Business,North,,2015,36,25/06/2015,0
43,68784.31,628,9242.34,37.12,6,2.5,,4,24203.81,Male,Full-Time,Master,Business,West,Widowed,2018,48,6/11/2018,1
61,41393.71,636,11636.21,7.71,4,3.1,1567.56,5,,Female,Full-Time,Master,Education,Central,Single,2015,24,22/07/2015,0
37,36650.07,475,10673.94,27.93,2,0.9,,5,6377.23,Male,Part-Time,High School,Medical,North,Single,2015,60,8/03/2015,1
72,25972.23,560,10407.03,49.11,5,0.2,11986.37,4,8669.09,Female,Retired,PhD,Home,West,Single,2016,60,20/05/2016,1
22,71241.97,639,15584.4,37.23,4,4.3,2157.13,1,16760.23,Male,Retired,High School,Business,East,Married,2011,84,12/04/2011,1
18,80788.7,695,58557.01,23.96,5,6.2,9537.07,8,24210.6,Female,Unemployed,High School,Home,West,Single,2024,84,16/02/2024,0
28,76988.32,780,19696.28,21.15,2,2.2,2593.46,2,17172.16,Female,Full-Time,Master,Business,South,Married,2019,60,14/05/2019,0
64,31321.81,681,23643.08,19.14,4,4.4,7479.79,9,7281.02,Female,Full-Time,Bachelor,Home,North,Married,2016,60,3/09/2016,0
64,175034.31,761,13185.23,45.16,6,1,69200.68,0,32695.97,Male,Part-Time,High School,Car,North,Single,2023,48,27/07/2023,1
64,27562.87,779,17916.57,33.88,2,1.8,6462.88,2,5581.21,Female,Retired,Master,Personal,South,,2011,36,7/09/2011,0
51,47396.82,563,4684.56,31.33,5,0.8,25458.09,9,8266.92,Female,Full-Time,,Education,West,Married,2021,84,25/05/2021,1
